id,NO DE OBRA PICASO / OFICIO DE APROBACIÓN / NÚMERO DE CONTRATO,SIGLAS DEPENDENCIA O ENTIDAD EJECUTORA,TIPO,NOMBRE DEL PROGRAMA PRESUPUESTARIO,NOMBRE DE LA OBRA/ACCIÓN/PROYECTO,FF FEDERAL,FUENTE FEDERAL,IMPORTE (Aprobado),FF ESTATAL,FUENTE ESTATAL,IMPORTE,FF RECURSOS PROPIOS,RECURSOS PROPIOS,IMPORTE,FF MUNICIPAL,FUENTE MUNICIPAL,IMPORTE,IMPORTE CONTRATADO,IMPORTE  EJERCIDO,LOCALIDAD DE LA OBRA,MUNICIPIO DE LA OBRA,"FECHA 
INICIO","FECHA
FIN",fecha_c,fecha_u_m
290,2018-00982,SDUOP,OBRA,EJE MENCHACA,"EJE DE TRANSPORTE PÚBLICO MENCHACA TRAMO 2 AV. SOMBRERETE-PORTAL DE SAMANIEGO, QUERETARO, QRO. ",,,,,GEQ PA 2018,"$110,599,913.53",,,,,,,"$106,923,830.00",,QUERETARO,QUERETARO,29/oct/2018,26/may/2019,08/06/2019,
291,2018-00995,SDUOP,OBRA,HOMBRO CON HOMBRO,"CONSTRUCCIÓN DE COLECTOR PLUVIAL EN LA COLONIA SAN PABLO Y MEJORAMIENTO DE LA SUPERFICIE DE RODAMIENTO EN COLONIA GIRASOLES, QUERÉTARO, QRO. ",,,,,GEQ PA 2018,"$14,411,796.60",,,,,,,"$14,266,024.10",,QUERETARO,QUERETARO,30/nov/2018,29/mar/2019,08/06/2019,
292,PENDIENTE,UNAQ,APOYO,PRODEP,PRODEP 2017,,PRODEP," $287,284.00 ",,,,,,,,,,,,CARR. ESTATAL QRO - TEQUISQUIAPAN,COLÓN,,,08/06/2019,
293,PENDIENTE,UTC,APOYO,PFCE,ACTUALIZACIÓN DE LAS PLATAFORMAS TECNOLÓGICAS ACADEMICAS PROGES,,PFCE," $604,130.00 ",,,,,,,,,,,,EL PUEBLITO,CORREGIDORA,,,08/06/2019,
294,063-CEA-PCEA-DDHC-18-OP-63-EL,CEA 2019,OBRA,,PROYECTO  Y OBRA DE REHABILITACIÓN DEL COLECTOR SANITARIO EN LA CALLE RIO QUERETARO,,,,,,,,PECEA,,,,," $9,019,966.40 ",,LA SIERRITA,QUERÉTARO,15/01/2019,24/04/2019,08/06/2019,
295,063-CEA-PCEA-DDHC-18-OP-##-EL,CEA 2019,OBRA,,REHABILITACIÓN DE DRENAJE SANITARIO,,,,,,,,PECEA,,,,," $647,571.50 ",,HERCULES,QUERÉTARO,18/03/2019,13/04/2019,08/06/2019,
296,2018-00942,CEIQ,OBRA,,EMPEDRADO CON MORTERO EN CAMINO CONEXIONCE 400 -CE 412 CAMINO LAGUNA DE SERVIN,61P,RAMO 23 PROG REG 2018 - 3,,,,,,,,,,," $44,521,250.35 "," $39,685,963.15 ",LAGUNA DE SERVÍN,AMEALCO,19/10/2018,02/08/2019,08/06/2019,
297,2018-00940,CEIQ,OBRA,,MODERNIZACIÓN DE CAMINO LA LABORCILLA CON EMPEDRADO ASENTADO CON MORTERO DEL KM 0+000 AL 2+700,61P,RAMO 23 PROG REG 2018 - 3,,,,,,,,,,," $17,825,793.23 "," $9,372,435.25 ",LA LABORCILLA,EL MARQUÉS,10/12/2018,17/07/2019,08/06/2019,
298,2018-00939,CEIQ,OBRA,,MODERNIZACIÓN DE CAMINO ENT SAN IDELFONSO REENCARPETADO CON ASFALTO DEL 0+000 AL 0+600 Y PAVIMENTO DEL KM 0+600 AL 3+560,61P,RAMO 23 PROG REG 2018 -3,,,,,,,,,,," $36,950,120.65 "," $34,329,076.80 ",SAN IDELFONSO,COLÓN,31/10/2018,10/07/2019,08/06/2019,
299,2018-00988,CEIQ,OBRA,,MODERNIZACIÓN DE CAMINO A PALMAS DEL KM 0+000 AL 1+800,71P,RAMO 23 PROG REG 2018- 4,,,,,,,,,,," $6,231,674.86 "," $4,953,213.98 ",LAS PALMAS,COLÓN,09/11/2018,07/05/2019,08/06/2019,
300,2019-00008,CEIQ,OBRA,,"NUEVO EDIFICIO DE LA SECRETARÍA DE LA JUVENTUD (PRELIMINARES, CIMIENTOS, ESTRUCTURA)",,,,08Q,ISN 2019,,,,,,,," $20,694,221.00 "," $7,214,556.23 ",QUERÉTARO,QUERÉTARO,25/02/2019,23/08/2019,08/06/2019,
301,CEI/DA/01102/2018,CEIQ,OBRA,,"CONSTRUCCIÓN DE ALCANTARILLA EN ENTRONQUE A CERRO PRIETO, CRUCE CON DREN PALO ALTO",,,,43E,ISN 2018,,,,,,,," $4,341,780.14 ",,CERRO PRIETO,EL MARQUÉS,19/11/2019,26/02/2019,08/06/2019,
302,2018-01026,CEIQ,OBRA,,CARRETERA ESTATAL 300 AMEALCO - SAN JUAN DEL RÍO DEL KM 27+410 AL 18+910,55P,RAMO 23 PROG REG 2018-2,,,,,,,,,,," $64,285,463.00 "," $52,220,911.68 ",SAN MIGUEL DETHI,AMEALCO,31/12/2018,01/07/2019,08/06/2019,
303,2019-00007,CEIQ,OBRA,,CONSTRUCCION DE DREN PLUVIAL CARRETERA ESTATAL 400,,,,08Q,ISN 2019,,,,,,,," $10,795,087.34 "," $4,769,143.59 ",FRACC CUMBRES,HUIMILPAN,18/02/2019,17/07/2019,08/06/2019,
304,2019-00128,CEIQ,OBRA,,RECONFORMACIÓN DE TALUDES Y PLANTILLA DEL RÍO QUERÉTARO,07Q,FAFEF 2019,"$3,489,783.53",,,,,,,,,," $3,489,783.53 "," $1,046,935.05 ",HERCULES,QUERÉTARO,06/05/2019,04/07/2019,08/06/2019,
305,2019-00133,CEIQ,OBRA,,"GUARNICIONES Y BANQUETAS EN LA CALLE MATAMOROS DE VICENTE GUERRERO A SU INTERSECCIÓN CON EL DREN SANTA ROSA JÁUREGUI, COLONIA CENTRO SANTA ROSA JÁUREGUI, QUERÉTARO, QRO.",07Q,FAFEF 2019,"$342,509.24",,,,,,,,,," $330,461.57 ", $-   ,SANTA ROSA JAUREGUI,QUERÉTARO,08/05/2019,06/06/2019,08/06/2019,
306,2019-00130,CEIQ,OBRA,,"REHABILITACIÓN DE BANQUETAS, GUARNICIONES Y EMPEDRADO EMPACADO EN MORTERO EN LA CALLE OCEANÍA, EUROPA, ASIA Y ÁFRICA, COLONIA CONTINENTAL, LOCALIDAD SANTA ROSA JÁUREGUI, QUERÉTARO, QRO.",07Q,FAFEF 2019,"$5,038,477.59",,,,,,,,,," $4,921,325.46 "," $1,476,397.63 ",SANTA ROSA JAUREGUI,QUERÉTARO,08/05/2019,04/10/2019,08/06/2019,
307,2019-00137,CEIQ,OBRA,,"REHABILITACIÓN DE BANQUETAS, GUARNICIONES Y EMPEDRADO EMPACADO EN MORTERO EN LAS CALLE SANTIAGO DE MONCLOVA",07Q,FAFEF 2019,"$2,551,223.00",,,,,,,,,," $2,471,511.88 "," $741,453.57 ",VILLAS DE SANTIAGO,QUERÉTARO,09/05/2019,07/07/2019,08/06/2019,
308,2019-00131,CEIQ,OBRA,,"REHABILITACIÓN DE CALLE HACIENDA CASA BLANCA, FÉLIX DÍAZ Y CERRO DE LA CRUZ, EN LAS COLONIAS 10 DE ABRIL, 05 DE FEBRERO Y 15 DE MAYO, QUERÉTARO, QRO",07Q,FAFEF 2019,"$5,770,476.87",,,,,,,,,," $5,288,893.57 "," $1,586,668.06 ",10 DE ABRIL,QUERÉTARO,08/05/2019,04/09/2019,08/06/2019,
309,2019-00140,CEIQ,OBRA,,"MEJORAMIENTO DE AV. PASEO DE LAS ROSAS, AZUCENAS 2DA SECCIÓN",07Q,FAFEF 2019,"$3,464,292.28",,,,,,,,,," $3,353,229.85 "," $1,005,968.95 ",JARDINES DE AZUCENAS,QUERÉTARO,09/05/2019,05/09/2019,08/06/2019,
310,2019-00138,CEIQ,OBRA,,EMPEDRADO EMPACADO EN MORTERO COL. RUBÉN JARAMILLO ,07Q,FAFEF 2019,"$8,559,783.42",,,,,,,,,," $8,009,106.47 "," $2,402,131.94 ",CARRILLO PUERTO,QUERÉTARO,09/05/2019,05/09/2019,08/06/2019,
311,2019-00139,CEIQ,OBRA,,"MEJORAMIENTO DE LA CALLE AZTLÁN, ANÁHUAC Y COYOACÁN, PAVIMENTO EMPEDRADO EMPACADO EN MORTERO, BANQUETAS Y GUARNICIONES, EN LA COLONIA TENOCHTITLÁN, QUERÉTARO, QRO.",07Q,FAFEF 2019,"$3,243,165.28",,,,,,,,,," $3,139,365.01 "," $941,809.50 ",CARRILLO PUERTO,QUERÉTARO,09/05/2019,06/08/2019,08/06/2019,
312,2019-00152,CEIQ,OBRA,,"CONSTRUCCIÓN DE RAMPAS PARA ADULTOS MAYORES EN ESQUINAS DE CALLES, ASÍ COMO EL MEJORAMIENTO DEL JARDÍN PÚBLICO SOBRE LA CALLE CIRCUNVALACIÓN, COLONIA JARDINES DE QUERÉTARO, QRO.",,,,08Q,ISN 2019,"$2,788,770.15",,,,,,," $2,691,270.05 "," $807,381.01 ",ZONA METROPOLITANA,QUERÉTARO,20/05/2019,17/08/2019,08/06/2019,
313,2019-IIF-010,IIFEQ,OBRA,,REHABILITACIÓN GENERAL Y SANITARIOS ESC. BENITO JUAREZ,99P,FAM BASICA 2019,,,,,,,,,,," $1,677,946.55 ",,SANTA ROSA JAUREGUI,QUERÉTARO,08/04/2019,26/06/2019,08/06/2019,
314,,IIFEQ,OBRA,,2DA ETAPA DE REHABILITACIÓN GENERAL ESC. PALMA DE MAYORCA,99P,FAM BASICA 2019,,,,,,,,,,, $-   ,,COL CIMATARIO,QUERÉTARO,,,08/06/2019,
315,2019-IIF-013,IIFEQ,OBRA,,REHABILITACIÓN GENERAL Y TECHUMBRE ESC. J.N. CARMEN AGUILAR RDZ,99P,FAM BASICA 2019,,,,,,,,,,," $2,202,037.29 ",,COL CIMATARIO,QUERÉTARO,01/04/2019,29/09/2019,08/06/2019,
316,2019-IIF-009,IIFEQ,OBRA,,REHABILITACIÓN GENERAL Y TECHUMBRE ESC. HEROES DE NACOZARI,99P,FAM BASICA 2019,,,,,,,,,,," $3,998,005.73 ",,LOS ALCANFORES,QUERÉTARO,08/04/2019,26/07/2019,08/06/2019,
317,2019-IIF-018,IIFEQ,OBRA,,TECHUMBRE Y REHABILITACIÓN GENERAL ESC. MARIANO MATAMOROS,99P,FAM BASICA 2019,,,,,,,,,,," $2,687,316.81 ",,CABECERA MUNICIPAL,LANDA DE MATAMOROS,08/04/2019,16/07/2019,08/06/2019,
318,2019-IIF-019,IIFEQ,OBRA,,REHABILITACIÓN GENERAL  ESC. DAMIAN CARMONA,99P,FAM BASICA 2019,,,,,,,,,,," $1,499,444.44 ",,LA LAGUNITA,LANDA DE MATAMOROS,08/04/2019,06/07/2019,08/06/2019,
319,2019-IIF-014,IIFEQ,OBRA,,CONSTRUCCIÓN DE TECHUMBRE ESC. ADOLFO LÓPEZ MATEOS,99P,FAM BASICA 2019,,,,,,,,,,," $1,698,704.94 ",,BARRIO LA CONCEPCION,SAN JUAN DEL RÍO,01/04/2019,29/09/2019,08/06/2019,
320,2019-IIF-002,IIFEQ,OBRA,,REHABILITACIÓN GENERAL  ESC. GENERAL LÁZARO CÁRDENAS,99P,FAM BASICA 2019,,,,,,,,,,," $3,146,537.72 ",,LA FUENTE,TEQUISQUIAPAN,27/03/2019,14/07/2019,08/06/2019,
321,2019-IIF-003,IIFEQ,OBRA,,REHABILITACIÓN GENERAL ESC. FRANCISCO VILLA,99P,FAM BASICA 2019,,,,,,,,,,," $2,918,801.43 ",,BARRIO DE LA CRUZ,SAN JUAN DEL RÍO,27/03/2019,29/06/2019,08/06/2019,
322,2019-IIF-007,IIFEQ,OBRA,,CONSTRUCCION DE CANCHA DE FUTBOL 7 ESC CARLOS A. CARRILLO,99P,FAM BASICA 2019,,,,,,,,,,," $2,378,489.39 ",,SANTA ROSA XAJAY,SAN JUAN DEL RÍO,01/04/2019,30/05/2019,08/06/2019,
323,2019-IIF-022,IIFEQ,OBRA,,"TECHUMBRE, MURO DE CONTENCIÓN Y REHABILITACION GENERAL ESC BENITO JUAREZ",99P,FAM BASICA 2019,,,,,,,,,,," $1,774,106.53 ",,LA HIGUERA,PEÑAMILLER,11/03/2019,11/06/5019,08/06/2019,
324,2019-IIF-017,IIFEQ,OBRA,,BARDA PERIMETRAL CON REJA DE ACERO Y REHABILITACION GENERAL ESC JOSÉ VASCONCELOS,99P,FAM BASICA 2019,,,,,,,,,,," $1,888,066.46 ",,PEÑA BLANCA,PEÑAMILLER,08/04/2019,16/06/2019,08/06/2019,
325,2019-IIF-006,IIFEQ,OBRA,,CONSTRUCCION MODULO DE BAÑOS Y DE CANCHA DE USOS MÚLTOPLES ESC ROBERTO RUIZ OBREGÓN,99P,FAM BASICA 2019,,,,,,,,,,," $2,262,111.19 ",,SORIANO,COLÓN,01/04/2019,29/06/2019,08/06/2019,
326,2019-IIF-011,IIFEQ,OBRA,,REHABILITACIÓN GENERAL ESC. GUADALUPE VICTORIA,99P,FAM BASICA 2019,,,,,,,,,,," $2,738,762.82 ",,ESPERANZA,COLÓN,18/02/2019,06/07/2019,08/06/2019,
327,2019-IIF-005,IIFEQ,OBRA,,TECHUMBRE Y REHABILITACIÓN GENERAL ESC. SOR JUANA INÉS DE LA CRUZ,99P,FAM BASICA 2019,,,,,,,,,,," $1,686,759.17 ",,LA NUEVA JOYA,HUIMILPAN,01/04/2019,09/06/2019,08/06/2019,
328,2019-IIF-012,IIFEQ,OBRA,,REHABILITACIÓN ADOLFO LÓPEZ MATEOS,99P,FAM BASICA 2019,,,,,,,,,,," $2,298,220.52 ",,LA PUERTA DE EN MEDIO,COLÓN,06/05/2019,13/08/2019,08/06/2019,
329,2019-IIF-029,IIFEQ,OBRA,,"CONSTRUCCIÓN DE TECHUMBRE ESC, CARLOS MONSIVAIS",99P,FAM BASICA 2019,,,,,,,,,,," $943,836.96 ",,COL MONTENEGRO,QUERÉTARO,06/06/2019,14/07/2019,08/06/2019,
330,2019-IIF-028,IIFEQ,OBRA,,TECHUMBRE Y REHABILITACIÓN GENERAL ESC. REPÚBLICA ARGENTINA,99P,FAM BASICA 2019,,,,,,,,,,," $3,581,389.85 ",,COL CARRIZAL,QUERÉTARO,06/05/2019,02/09/2019,08/06/2019,
331,2019-IIF-027,IIFEQ,OBRA,,TECHUMBRE Y REHABILITACIÓN GENERAL ESC. ADOLFO LÓPEZ MATEOS,99P,FAM BASICA 2019,,,,,,,,,,," $1,873,807.79 ",,LAS TAPONAS,HUIMILPAN,06/05/2019,14/07/2019,08/06/2019,
332,2019-IIF-020,IIFEQ,OBRA,,TECHUMBRE Y REHABILITACIÓN GENERAL ESC. IGNACIO ALLENDE,99P,FAM BASICA 2019,,,,,,,,,,," $1,380,870.61 ",,SAN FRACISCO DE LA PALMA,QUERÉTARO,08/04/2019,26/06/2019,08/06/2019,
333,2019-IIF-026,IIFEQ,OBRA,,REHABILITACIÓN ESC. EMILIANO ZAPATA,99P,FAM BASICA 2019,,,,,,,,,,," $2,604,783.36 ",,SANTA ROSA XAJAY,SAN JUAN DEL RÍO,06/06/2019,13/08/2019,08/06/2019,
334,2019-IIF-034,IIFEQ,OBRA,,CONSTRUCCIÓN DE BARDA  PERIMETRAL EN JN BICENTENARIO DE MÉXICO,99P,FAM BASICA 2019,,,,,,,,,,," $972,031.28 ",,PASEOS DEL MÁRQUES,EL MARQUÉS,07/05/2019,30/06/2019,08/06/2019,
335,2019-IIF-033,IIFEQ,OBRA,,SUSTITUCIÓN DE CUBIERTA Y REHABILITACIÓN EN EDIFICIOS A Y C EN JN WOLFANG AMADEUS MOZART,99P,FAM BASICA 2019,,,,,,,,,,," $971,396.77 ",,CALAMANDA,EL MARQUÉS,01/07/2019,14/08/2019,08/06/2019,
336,2019-IIF-030,IIFEQ,OBRA,,CONSTRUCCIÓN DE BIBLIOTECA INTERACTIVA EN PRIM EMILIANO ZAPATA / ALFREDO V BONFIL,99P,FAM BASICA 2019,,,,,,,,,,," $1,504,546.58 ",,TIERRA BLANCA,EL MARQUÉS,01/07/2019,18/09/2019,08/06/2019,
337,2019-IIF-032,IIFEQ,OBRA,,CONSTRUCCIÓN DE ACCESO Y REJA PERIMETRAL EN PRIM JOSÉ MARIA PIÑA,99P,FAM BASICA 2019,,,,,,,,,,," $345,230.90 ",,COL. VISTA AZUL,EL MARQUÉS,01/07/2019,29/08/2019,08/06/2019,
338,2019-IIF-031,IIFEQ,OBRA,,REHABILITACIÓN DE SERVICIOS SANITARIOS EN JN SARA PÉREZ DE MADERO,99P,FAM BASICA 2019,,,,,,,,,,," $690,537.59 ",,COL. MISIÓN SAN JOSÉ,CORREGIDORA,06/05/2019,14/06/2019,08/06/2019,
339,2019-IIF-025,IIFEQ,OBRA,,CONSTRUCCIÓN DE ÁREA DE CONVIVENCIA SEC SIERRA GORDA,99P,FAM BASICA 2019,,,,,,,,,,," $1,400,840.80 ",,CABECERA MUNICIPAL,JALPAN,06/05/2019,14/07/2019,08/06/2019,
340,2019-IIF-008,IIFEQ,OBRA,,CONSTRUCCIÓN DE ÁREA DE CONVIVENCIA SEC SIERRA GORDA,99P,FAM BASICA 2019,,,,,,,,,,," $792,724.42 ",,IGNACIO PÉREZ,PEDRO ESCOBEDO,06/05/2019,14/06/2019,08/06/2019,
341,2019-IIF-048,IIFEQ,OBRA,,CONSTRUCCIÓN DE AULA DIDÁCTICA TV ANDRES BALVANERA,99P,FAM BASICA 2019,,,,,,,,,,," $697,262.64 ",,JURIQUILLA,QUERÉTARO,10/06/2019,18/08/2019,08/06/2019,
342,2019-IIF-045,IIFEQ,OBRA,,CONSTRUCCIÓN DE AULA DIDÁCTICA RICARDO FLORES MAGÓN,99P,FAM BASICA 2019,,,,,,,,,,," $6,455,611.61 ",,EL CERRITO ,TEQUISQUIAPAN,10/06/2019,18/08/2019,08/06/2019,
343,2019-IIF-047,IIFEQ,OBRA,,CONSTRUCCIÓN DE AULA DIDÁCTICA JUSTO SIERRA,99P,FAM BASICA 2019,,,,,,,,,,," $718,158.33 ",,SANTILLAN ,TEQUISQUIAPAN,10/06/2019,18/08/2019,08/06/2019,
344,2019-IIF-042,IIFEQ,OBRA,,CONSTRUCCIÓN DE AULA DIDÁCTICA PRIM ANDRES BALVANERA,99P,FAM BASICA 2019,,,,,,,,,,," $713,463.49 ",,MONTENEGRO,QUERÉTARO,03/06/2019,11/08/2019,08/06/2019,
345,2019-IIF-035,IIFEQ,OBRA,,CONSTRUCCIÓN DE TALLER PESADO EN CECYTEQ NO 10,99P,FAM BASICA 2019,,,,,,,,,,," $2,753,042.37 ",,LA ESPERAZA,COLÓN,22/05/2019,19/08/2019,08/06/2019,
346,2019-IFF-023,IIFEQ,OBRA,,REHABILITACIÓN GENERAL,99P,FAM BASICA 2019,,,,,,,,,,," $3,548,416.15 ",,SAN CLEMENTE ,PEDRO ESCOBEDO,08/04/2019,05/08/2019,08/06/2019,
347,2019-IIF-043,IIFEQ,OBRA,,CONSTRUCCIÓN DE AULA DIDÁCTICA PRIM PLUTARCO ELIAS CALLES,99P,FAM BASICA 2019,,,,,,,,,,," $676,739.82 ",,LA NUEVA UNIDAD,EZEQUIEL MONTES,03/06/2019,11/08/2019,08/06/2019,
348,2019-IIF-049,IIFEQ,OBRA,,CONSTRUCCIÓN DE AULA DIDÁCTICA EN TV SEC JOSÉ DE LOS REYES MARTÍNEZ,99P,FAM BASICA 2019,,,,,,,,,,, $-   ,,CERRO  GORDO,SAN JUAN DEL RÍO,,,08/06/2019,
349,2019-IIF-046,IIFEQ,OBRA,,CONSTRUCCIÓN DE AULA DIDÁCTICA EN EL PREESCOLAR JOSÉ MIGUEL DOMINGUEZ TRUJILLO,99P,FAM BASICA 2019,,,,,,,,,,," $665,088.77 ",,SAN ANTONIO LA D,PEDRO ESCOBEDO,10/06/2019,18/08/2019,08/06/2019,
350,2019-IFF-040,IIFEQ,OBRA,,CONSTRUCCIÓN DE AULA DIDACTICA PRIMARIA GUADALUPE VICTORIA,99P,FAM BASICA 2019,,,,,,,,,,," $607,306.83 ",,LAS LAJITAS,EL MARQUÉS,03/06/2019,11/08/2019,08/06/2019,
351,2019-IFF-041,IIFEQ,OBRA,,CONSTRUCCIÓN DE AULA DIDACTICA JARDIN DE NIÑOS NEZAHUALCOYOTL,99P,FAM BASICA 2019,,,,,,,,,,," $677,791.70 ",,ALFAFAYUCAN,EL MARQUÉS,03/06/2019,11/08/2019,08/06/2019,
352,2018-00814,SDUOP,OBRA,,URBANIZACIÓN EN LA CALLE SAN MIGUEL Y ARRAYANES,26O,FAFEF 2018,,,,,,,,,,," $3,889,091.48 "," $3,327,943.76 ",LAS MARGARITAS,QUERÉTARO,15/12/2018,18/04/2019,08/06/2019,
353,2019-00011,P.M. TOLIMÁN,OBRA,,REHABILITACIÓN DE PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES,07Q,FAFEF 2019," $1,000,000.00 ",,,,,,,,,," $997,534.06 "," $997,534.03 ",SAN ANTONIO DE LA CAL,TOLIMÁN,13/02/2019,13/04/2019,08/06/2019,
354,2019-00012,P.M. TOLIMÁN,OBRA,,REHABILITACIÓN DE BOULEVARD BICENTENARIO,07Q,FAFEF 2019," $3,500,000.00 ",,,,,,,,,," $3,472,380.35 "," $3,472,379.62 ",HORNO DE CAL,TOLIMÁN,13/02/2019,13/05/2019,08/06/2019,
355,2019-00013,P.M. TOLIMÁN,OBRA,,CONSTRUCCIÓN DE EMPEDRADO AHOGADO CON MORTERO EN CALLE QUE CONDUCE AL CENTRO DE SALUD,07Q,FAFEF 2019," $1,149,999.98 ",,,,,,,,,," $1,141,194.92 "," $1,141,194.83 ",MAGUEY MANSO,TOLIMÁN,13/02/2019,13/04/2019,08/06/2019,
356,2019-00014,P.M. TOLIMÁN,OBRA,,CONSTRUCCIÓN DE PAVIMENTO DE EMPEDRADO AHOGADO CON MORTERO EN CALLE EZEQUIEL MONTES,07Q,FAFEF 2019," $3,300,000.00 ",,,,,,,,,," $3,292,643.93 "," $3,292,643.92 ",SAN PABLO,TOLIMÁN,13/02/2019,13/05/2019,08/06/2019,
357,2019-00150,P.M. ARROYO SECO,OBRA,,URBANIZACIÓN DE CALLE MIGUEL HIDALGO,,,,08Q,ISN 2019," $2,476,072.74 ",,,,,,," $2,475,850.13 "," $742,755.03 ",CONCÁ,ARROYO SECO,27/05/2019,16/08/2019,08/06/2019,
358,2019-00147,P.M. ARROYO SECO,OBRA,,PAVIMENTACIÓN DE CALLE SIN NOMBRE PARTIENDO DE CALLE HIDALGO,,,,08Q,ISN 2019," $3,439,907.05 ",,,,,,," $3,438,872.75 "," $1,031,661.82 ",CONCÁ,ARROYO SECO,27/05/2019,31/08/2019,08/06/2019,
359,2019-00322,P.M. ARROYO SECO,OBRA,,URBANIZACIÓN DE CALLE JUÁREZ,,,,08Q,ISN 2019," $1,013,726.60 ",,,,,,," $1,013,304.91 ", $-   ,CABECERA MUNICIPAL,ARROYO SECO,17/06/2019,06/09/2019,08/06/2019,
360,2019-00148,P.M. ARROYO SECO,OBRA,,URBANIZACIÓN DE CALLE PRIVADA DE JUÁREZ ,,,,08Q,ISN 2019," $1,155,858.20 ",,,,,,," $1,155,571.52 "," $346,671.45 ",CABECERA MUNICIPAL,ARROYO SECO,27/05/2019,31/07/2019,08/06/2019,
361,2019-00235,P.M. ARROYO SECO,OBRA,,"RESCATE DE ESPACIO DEPORTIVO PRIMERA ETAPA, UNIDAD DEPORTIVA CONCÁ",07Q,FAFEF 2019," $4,500,000.00 ",,,,,,,,,," $4,494,909.53 "," $1,348,472.85 ",CONCÁ,ARROYO SECO,03/06/2019,27/09/2019,08/06/2019,
362,2019-00236,P.M. ARROYO SECO,OBRA,,RECALIBRACIÓN EN LA L.D. Y R.D.,,,,08Q,ISN 2019," $2,500,000.00 ",,,,,,," $2,499,449.43 "," $749,834.82 ",LA SANGUIJUELA,ARROYO SECO,03/06/2019,27/09/2019,08/06/2019,
363,2019-00149,P.M. ARROYO SECO,OBRA,,URBANIZACIÓN DE CALLE EMILIANO ZAPATA,,,,08Q,ISN 2019," $1,914,435.41 ",,,,,,," $1,913,729.31 "," $574,118.79 ",PURÍSIMA DE ARISTA,ARROYO SECO,27/05/2019,16/08/2019,08/06/2019,
364,2019-00144,P.M. LANDA,OBRA,,MEJORAMIENTO DE CALLE MEDIANTE EMPEDRADO AHOGADO EN MORTERO CON INSERTOS DE ADOQUIN DE CANTERA EN CALLE 20 DE NOVIEMBRE TRAMO DE BARRIO ORTIGAS DE LA CABECERA MUNICIPAL DE LANDA DE MATAMOROS,07Q,FAFEF 2019," $3,650,999.95 ",,,,,,,,,," $3,647,630.91 ", $-   ,"BARRIO ORTIGAS, LANDA DE MATAMOROS, QRO.",LANDA DE MATAMOROS,20/05/2019,17/08/2019,08/06/2019,
365,2019-00156,P.M. LANDA,OBRA,,MEJORAMIENTO DE CALLE MEDIANTE EMPEDRADO AHOGADO EN CONCRETO HIDRAULICO EN LA CALLE CAYETANO RUBIO BARRIO SAN MIGUEL EN LA CABECERA MUNICIPAL DE LANDA DE MATAMOROS,,,,08Q,ISN 2019," $3,850,999.98 ",,,,,,," $3,838,513.94 ", $-   ,BARRIO SAN MIGUEL ,LANDA DE MATAMOROS,20/05/2019,17/08/2019,08/06/2019,
366,2019-00154,P.M. LANDA,OBRA,,"PAVIMENTACIÓN DE CALLE LA NOPALERA, TRAMO DEL CADENAMIENTO 0+124 AL 0+324 EN LA LOCALIDAD DE VALLE DE GUADALUPE, LANDA DE MATAMOROS, QRO",,,,08Q,ISN 2019," $1,408,000.00 ",,,,,,," $1,402,831.94 ", $-   ,VALLE DE GUADALUPE,LANDA DE MATAMOROS,20/05/2019,17/08/2019,08/06/2019,
367,2019-00142,P.M. LANDA,OBRA,,"PRIMERA ETAPA DE MEJORAMIENTO DE LA CALLE BENITO JUAREZ EN EL TRAMO DE LA PRIMARIA A EL ACCESO A LA SIERRITA, DE LA LOCALIDAD DE LA VUELTA, LANDA DE MATAMOROS, QRO.",07Q,FAFEF 2019," $4,493,000.02 ",,,,,,,,,," $4,490,756.88 ", $-   ,LA VUELTA,LANDA DE MATAMOROS,20/05/2019,17/08/2019,08/06/2019,
368,2019-00155,P.M. LANDA,OBRA,,"PRIMERA ETAPA DE LA CALLE ENCINO, TRAMO DEL CADENAMIENTO 0+758 AL 0+903, EN LA LOCALIDAD DE ENCINO SOLO, LANDA DE MATAMOROS, QRO.",,,,08Q,ISN 2019," $2,367,499.98 ",,,,,,," $2,364,579.05 ", $-   ,ENCINO SOLO,LANDA DE MATAMOROS,20/05/2019,17/08/2019,08/06/2019,
369,2019-00146,P.M. LANDA,OBRA,,"PAVIMENTACIÓN DE CALLE A BASE DE CONCRETO HIDRÁULICO EN CALLE CALLEJÓN A MALPAIS TRAMO DEL CENTRO DE SALUD A CAMINO A MALPAIS  DE LA LOCALIDAD DE LA LAGUNITA, LANDA DE MATAMOROS, QRO, PRIMERA ETAPA ",07Q,FAFEF 2019," $3,726,999.98 ",,,,,,,,,," $3,714,295.67 ", $-   ,LA LAGUNITA,LANDA DE MATAMOROS,,,08/06/2019,
370,2019-00145,P.M. LANDA,OBRA,,"CONSTRUCCIÓN DE ANDADOR PEATONAL A LA ESCUELA PRIMARIA EN LA LOCALIDAD DE EL AGUACATE DE LA VUELTA, LANDA DE MATAMOROS, QRO",07Q,FAFEF 2019," $1,405,000.00 ",,,,,,,,,," $1,404,881.88 ", $-   ,EL AGUACATE,LANDA DE MATAMOROS,20/05/2019,17/08/2019,08/06/2019,
