id_obra,subobra_id,num_obra,nombre_obra,mmunicipio,localidad,tipo_proyecto,ejecutora,normativa,clasificador_plan_estatal,cantidad_metas,unidad_metas,contratista,inicio_obra,termino_obra,status_obra,avance,monto_aprobado,fondo,ff_federal,importe_federal,aportacion_federal,ff_estatal,importe_esatal,aportacion_estatal,ff_municipal,importe_municipal,aportacion_municipal,ff_otros,imprte_otros,aportacion_otros,ff_recursos_propios,importe_recursos_propios,aportacion_recursos_propios,monto_contratado,monto_ejercido,status,solicitud_baja,baja_justificacion,baja_respuesta
58,,2019-00057,HOMBRO CON HOMBRO TRANSPORTE ESCOLAR COMBUSTIBLE,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEDESOQ,SEDESOQ,EDUCACION,1,SERVICIOS,,,,APROBADO,44,2187312.74,GEQ PA 2019,,0,0,F19,2187312.74,100,,0,0,,0,0,,,,0,2187312.74,,,,
59,,2019-00057,HOMBRO CON HOMBRO TRANSPORTE ESCOLAR COMBUSTIBLE,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEDESOQ,SEDESOQ,EDUCACION,1,SERVICIOS,,,,APROBADO,44,6900507.26,ISN 2019,,0,0,08Q,6900507.26,100,,0,0,,0,0,,,,0,2750339.22,,,,
60,,2019-00058,"ESTUDIO TÉCNICO PARA MANIFESTACIÓN DE IMPACTO AMBIENTAL Y ESTUDIO TECNICO JUSTIFICATIVO PARA CAMINOS: CAPULINES-JALPAN JALPAN DE SERRA, BUCARELI-POTRERILLOS PINAL DE AMOLES, NARANJO-SANTA MARIA DE COCOS, ARROYO SECO; EXENCIÓN DE MANIFESTACIÓN DE IMPACTO AMBIENTAL DE CE 191 EL LOBO AGUA ZARCA, DEL ENTRONQUE DE LA CF 120 AL KM 11+220, LANDA DE MATAMOROS; QUERETARO, QRO",ALCANCE ESTATAL,ALCANCE ESTATAL,,CEIQ,CEIQ,INFRAESTRUCTURA,10,ESTUDIOS,BLAS GARC�?A HUGO,25/04/2019,24/05/2019,TERMINADO,100,958035.42,GEQ PA 2019,,0,0,F19,958035.42,100,,0,0,,0,0,,,,958035.42,958035.42,,,,
61,,2019-00059,"ESTUDIO DE LA MANIFESTACION DE IMPACTO AMBIENTAL ANTE LA SECRETAR�?A DE DESARROLLO SUSTENTABLE (SEDESU) PARA LAS OBRAS CENTRO CULTURAL, POLIDEPORTIVO Y RECREATIVO ALAMEDA, ESTADIO OLIMPICO, ACUARIO, ESTACIONAMIENTO Y VIALIDADES EXTERIORES, SANTIAGO DE QUERÉTARO, QRO.",QUERETARO,SANTIAGO DE QUERETARO,,SDUOP,SDUOP,INFRAESTRUCTURA,1,ESTUDIOS,ORTEGA GUZM�?N RODRIGO,29/05/2019,27/06/2019,TERMINADO,100,180990.58,GEQ PA 2019,,0,0,F19,180990.58,100,,0,0,,0,0,,,,180990.58,180990.58,,,,
62,,2019-00060,"APOYO AL INGRESO DE LA POBLACIÓN VULNERABLE, VERTIENTE ZAPATOS",ALCANCE ESTATAL,ALCANCE ESTATAL,,SEDESOQ,SEDESOQ,GRUPOS VULNERABLES,120004,PERSONA,,,,APROBADO,100,29999991.97,ISN 2019,,0,0,08Q,29999991.97,100,,0,0,,0,0,,,,0,20970306,,,,
63,,2019-00061,"PARADEROS PARA EL EJE DE TRANSPORTE PÚBLICO MENCHACA, TRAMO 2: AV. SOMBRERETE - PORTAL DE SAMANIEGO, QUERÉTARO, QRO.",QUERETARO,SANTIAGO DE QUERETARO,,SDUOP,SDUOP,TRANSPORTE PUBLICO,30,ESTACIONES,CONSTRUCTORA ZYANIA S.A. DE C.V.,22/04/2019,18/10/2019,APROBADO,37,51834426.57,FAFEF 2019,07Q,51834426.57,100,,0,0,,0,0,,0,0,,,,51834426.57,33998073.83,,,,
64,,2019-00062,CONSTRUCCIÓN DE CARRIL Y REPAVIMENTACIÓN DEL EJE ESTRUCTURANTE CONSTITUCIÓN DE 1917 TRAMO UNIVERSIDAD CUAUHTÉMOC AL MIRADOR.,QUERETARO,ZONA METROPOLITANA,,SDUOP,IQ TRANSPORTE,TRANSPORTE PUBLICO,11900,METROS CUADRADOS,CONSTRUCTORA ZYANIA S.A. DE C.V.,19/04/2019,15/10/2019,APROBADO,74,36050556.82,FAFEF 2019,07Q,36050556.82,100,,0,0,,0,0,,0,0,,,,36050556.82,33551050.74,,,,
65,,2019-00063,"CONSTRUCCIÓN DE GUARNICIONES, BANQUETAS, ALUMBRADO PUBLICO Y BARANDAL EN PUENTE EN LA LOCALIDAD DE RANCHO NUEVO A TERRERO, TOLIM�?N QRO.",TOLIMAN,RANCHO NUEVO,,P.M. TOLIMAN,SEDESOQ,INFRAESTRUCTURA,653.91,METROS CUADRADOS,MENDOZA ESTRADA ADAN,22/04/2019,20/07/2019,TERMINADO,100,1697332.78,GEQ PA 2019,,0,0,F19,1697332.78,100,,0,0,,0,0,,,,1697332.78,1697332.76,,,,
66,,2019-00064,D�?A MUNDIAL DEL TEATRO (SERVICIOS),ALCANCE ESTATAL,ALCANCE ESTATAL,,CULTURA,CULTURA,CULTURA,1,EVENTO,,,,TERMINADO,100,89900,GEQ PA 2019,,0,0,F19,89900,100,,0,0,,0,0,,,,0,89900,,,,
67,,2019-00065,"URBANIZACIÓN DE CALLE MIGUEL HIDALGO TRAMO DE LA ESC. PRIMARIA A LA DELEGACIÓN DE SAN MIGUEL, MUNICIPIO DE TOLIM�?N, QRO.",TOLIMAN,SAN MIGUEL,,P.M. TOLIMAN,SEDESOQ,INFRAESTRUCTURA,2560.2,METROS CUADRADOS,ESTRADA TREJO IGNACIO,22/04/2019,20/07/2019,TERMINADO,100,1989860.02,GEQ PA 2019,,0,0,F19,1989860.02,100,,0,0,,0,0,,,,1989972.85,1989860.02,,,,
68,,2019-00066,"URBANIZACIÓN DE LA CALLE PRINCIPAL DE ESC. PRIMARIA 21 DE MARZO SALIDA A SAN PABLO, EN LA LOCALIDAD DE EL MOLINO, MUNICIPIO DE TOLIM�?N, QRO.",TOLIMAN,"MOLINO, EL",,P.M. TOLIMAN,SEDESOQ,INFRAESTRUCTURA,2235.4,METROS CUADRADOS,OBREGON ALVAREZ JORGE,22/04/2019,20/07/2019,TERMINADO,100,1970446.01,GEQ PA 2019,,0,0,F19,1970446.01,100,,0,0,,0,0,,,,1970446.01,1970446,,,,
69,,2019-00067,"REHABILITACIÓN DE LIBRAMIENTO TOLIM�?N, PRIMERA ETAPA EN EL MUNICIPIO DE TOLIM�?N QRO.",TOLIMAN,TOLIMAN,,P.M. TOLIMAN,SEDESOQ,INFRAESTRUCTURA,2321.54,METROS CUADRADOS,E & M GRUPO CONSTRUCTOR ASOCIADOS S. DE R. L. DE C.V.,22/04/2019,20/07/2019,APROBADO,100,2794387.2,GEQ PA 2019,,0,0,F19,2794387.2,100,,0,0,,0,0,,,,2794387.2,2794387.13,,,,
70,,2019-00068,"URBANIZACION DE CALLE JOSE MARIA MORELOS, LAGUNILLAS; HUIMILPAN, QRO.",HUIMILPAN,LAGUNILLAS,,P.M. HUIMILPAN,SEDESOQ,INFRAESTRUCTURA,5385.24,METROS CUADRADOS,FLORES FLORES GREGORIO,20/05/2019,17/08/2019,APROBADO,100,3272093.86,GEQ PA 2019,,0,0,F19,3272093.86,100,,0,0,,0,0,,,,3272093.86,2816768.52,,,,
71,,2019-00069,BRIGADA BALÓN BASQUETBOL 2019 ,ALCANCE REGIONAL,ALCANCE REGIONAL,,INDEREQ,INDEREQ,DEPORTE,1,SERVICIOS,,,,APROBADO,50,4000000,ISN 2019,,0,0,08Q,4000000,100,,0,0,,0,0,,,,0,2381999.98,,,,
72,,2019-00070,"BANCO DE MATERIALES: CANCHAS SINTÉTICAS, ADECUACIÓN DE CANCHAS Y/O EQUIPAMIENTO EN EL MARQUES, QRO. 2019",EL MARQUES,EL MARQUES QUERETANO,,INDEREQ,INDEREQ,DEPORTE,2,ACCIONES,,,,TERMINADO,100,7783430,ISN 2019,,0,0,08Q,7783430,100,,0,0,,0,0,,,,0,7783430,,,,
73,,2019-00071,"BANCO DE MATERIALES: CANCHAS SINTÉTICAS, ADECUACIÓN DE CANCHAS Y/O EQUIPAMIENTO EN QUERÉTARO, QRO. 2019",QUERETARO,COLONIA VILLAS DEL PARQUE,,INDEREQ,INDEREQ,DEPORTE,2,ACCIONES,,,,TERMINADO,100,7800000.02,ISN 2019,,0,0,08Q,7800000.02,100,,0,0,,0,0,,,,0,7800000.02,,,,
74,,2019-00072,BRIGADA BALÓN FÚTBOL,ALCANCE ESTATAL,ALCANCE ESTATAL,,INDEREQ,INDEREQ,DEPORTE,1,SERVICIOS,,,,APROBADO,50,27000000,ISN 2019,,0,0,08Q,27000000,100,,0,0,,0,0,,,,0,13114285.71,,,,
75,,2019-00073,"BANCO DE MATERIALES: CANCHAS SINTÉTICAS, ADECUACIÓN DE CANCHAS Y/O EQUIPAMIENTO EN TEQUISQUIAPAN, QRO. 2019",TEQUISQUIAPAN,TEQUISQUIAPAN,,INDEREQ,INDEREQ,DEPORTE,3,ACCIONES,,,,TERMINADO,100,5189500,ISN 2019,,0,0,08Q,5189500,100,,0,0,,0,0,,,,0,5189500,,,,
76,,2019-00074,"BANCO DE MATERIALES: CANCHAS SINTÉTICAS, ADECUACIÓN DE CANCHAS Y/O EQUIPAMIENTO EN PEDRO ESCOBEDO, QRO. 2019",PEDRO ESCOBEDO,PEDRO ESCOBEDO,,INDEREQ,INDEREQ,DEPORTE,5,ACCIONES,,,,TERMINADO,100,6227914.01,ISN 2019,,0,0,08Q,6227914.01,100,,0,0,,0,0,,,,0,6227914.01,,,,
77,,2019-00075,"URBANIZACION DE CALLE OAXACA, LA CEJA; HUIMILPAN, QRO. ",HUIMILPAN,"CEJA, LA (ZONA LIMITROFE)",,P.M. HUIMILPAN,SEDESOQ,INFRAESTRUCTURA,5390.35,METROS CUADRADOS,"CONSTRUCTORA COLUMBUS, S.A. DE C.V.",20/05/2019,17/08/2019,APROBADO,85,3167143.07,GEQ PA 2019,,0,0,F19,3167143.07,100,,0,0,,0,0,,,,3167143.07,1916066.04,,,,
78,,2019-00076,"BANCO DE MATERIALES: EQUIPAMIENTO EN AMEALCO, QRO. ",AMEALCO,AMEALCO,,INDEREQ,INDEREQ,DEPORTE,1,ACCIONES,,,,TERMINADO,100,975299.94,ISN 2019,,0,0,08Q,975299.94,100,,0,0,,0,0,,,,0,975299.94,,,,
79,,2019-00077,"URBANIZACION DE CAMINO LOMA LOS GARCIA, SAN PEDRO; HUIMILPAN, QRO.",HUIMILPAN,SAN PEDRO,,P.M. HUIMILPAN,SEDESOQ,INFRAESTRUCTURA,1620,METROS CUADRADOS,GARCIA ZEPEDA J. ANTOLIN,17/05/2019,14/08/2019,APROBADO,100,1017464.1,GEQ PA 2019,,0,0,F19,1017464.1,100,,0,0,,0,0,,,,1017464.1,942340.51,,,,
80,,2019-00078,"URBANIZACION CALLE SIN NOMBRE LA JOYA, LA JOYA; HUIMILPAN, QRO.",HUIMILPAN,"JOYA, LA",,P.M. HUIMILPAN,SEDESOQ,INFRAESTRUCTURA,3220,METROS CUADRADOS,CUELLAR ROMERO HECTOR,17/05/2019,14/08/2019,APROBADO,95,1429032.84,GEQ PA 2019,,0,0,F19,1429032.84,100,,0,0,,0,0,,,,1429032.84,722630.44,,,,
81,,2019-00079,"BANCO DE MATERIALES: ART�?CULOS DEPORTIVOS PARA LOS MUNICIPIOS DE QUERÉTARO, EL MARQUES, TEQUISQUIAPAN Y PEDRO ESCOBEDO ",ALCANCE REGIONAL,ALCANCE REGIONAL,,INDEREQ,INDEREQ,DEPORTE,1,LOTE DE EQUIPO,,,,TERMINADO,100,1244594.18,ISN 2019,,0,0,08Q,1244594.18,100,,0,0,,0,0,,,,0,1244594.18,,,,
82,,2019-00080,"URBANIZACION DE CAMINO DE ACCESO PRINCIPAL, EL RINCON; HUIMILPAN, QRO. ",HUIMILPAN,"RINCON, EL",,P.M. HUIMILPAN,SEDESOQ,INFRAESTRUCTURA,1677.98,METROS CUADRADOS,DURAN ARREOLA JOSE RODOLFO,17/05/2019,14/08/2019,APROBADO,95,1065244.87,GEQ PA 2019,,0,0,F19,1065244.87,100,,0,0,,0,0,,,,1065244.87,681474.81,,,,
83,,2019-00081,"MANTENIMIENTO DE PISTA DE ATLETISMO Y ADQUISICIÓN MATERIAL DEPORTIVO PARA LLEVAR A CABO EL EVENTO INTERNACIONAL CAMPEONATO NORTE, CENTROAMÉRICA Y EL CARIBE DE ATLETISMO",QUERETARO,COLONIA VILLAS DEL PARQUE,,INDEREQ,INDEREQ,DEPORTE,1,LOTE DE EQUIPO,,,,TERMINADO,100,3109556.32,ISN 2019,,0,0,08Q,3109556.32,100,,0,0,,0,0,,,,0,3109556.32,,,,
84,,2019-00083,MPIOS-POES-3-3-271-BOTAS,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,840,PAQUETE,,,,APROBADO,,2100000,FASP FEDERAL 2019,06Q,2100000,100,,0,0,,0,0,,0,0,,,,0,0,,,,
85,,2019-00084,MPIOS-POES-3-3-271-CAMISA,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,1320,PIEZAS,,,,APROBADO,100,1980000,FASP FEDERAL 2019,06Q,1980000,100,,0,0,,0,0,,0,0,,,,0,988672.88,,,,
86,,2019-00085,MPIOS-POES-3-3-271-CAMISOLA,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,840,PIEZAS,,,,APROBADO,100,1260000,FASP FEDERAL 2019,06Q,1260000,100,,0,0,,0,0,,0,0,,,,0,629155.46,,,,
87,,2019-00086,MPIOS-POES-3-3-271-CHAMARRA,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,750,PIEZAS,,,,APROBADO,,1136350,FASP FEDERAL 2019,06Q,1136350,100,,0,0,,0,0,,0,0,,,,0,1049220,,,,
88,,2019-00087,MPIOS-POES-3-3-271-FORNITURA,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,750,PIEZAS,,,,APROBADO,100,900000,FASP FEDERAL 2019,06Q,900000,100,,0,0,,0,0,,0,0,,,,0,897481.33,,,,
89,,2019-00088,MPIOS-CSPCP-2-1-334-FORMACIÓN INICIAL (ACTIVOS),ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,1,SERVICIOS,,,,APROBADO,100,2505889,FASP FEDERAL 2019,06Q,2505889,100,,0,0,,0,0,,0,0,,,,0,2392841.29,,,,
90,,2019-00089,MPIOS-CSPCP-2-1-334-FORMACIÓN CONTINUA (CBFP),ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,1,SERVICIOS,,,,APROBADO,100,621000,FASP FEDERAL 2019,06Q,621000,100,,0,0,,0,0,,0,0,,,,0,613143.93,,,,
91,,2019-00090,MPIOS-CSPCP-2-1-339-EVALUACIÓN DE COMPETENCIAS B�?SICAS DE LA FUNCIÓN PARA POLIC�?AS MUNICIPALES,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,179,EVALUACIONES,,,,APROBADO,100,151310,FASP FEDERAL 2019,06Q,151310,100,,0,0,,0,0,,0,0,,,,0,149547.3,,,,
92,,2019-00091,SSC-POES-3-3-271-CAMISA,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,1788,PIEZAS,,,,APROBADO,100,2682000,FASP FEDERAL 2019,06Q,2682000,100,,0,0,,0,0,,0,0,,,,0,1339202.34,,,,
93,,2019-00092,SSC-POES-3-3-271-CAMISOLA,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,894,PIEZAS,,,,APROBADO,100,1341000,FASP FEDERAL 2019,06Q,1341000,100,,0,0,,0,0,,0,0,,,,0,669601.17,,,,
94,,2019-00093,SSC-POES-3-3-271-FORNITURA,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,400,PIEZAS,,,,APROBADO,100,480000,FASP FEDERAL 2019,06Q,480000,100,,0,0,,0,0,,0,0,,,,0,477915.75,,,,
95,,2019-00094,SSC-POES-3-3-271-GORRA TIPO BEISBOLERA,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,894,PIEZAS,,,,TERMINADO,100,176296.8,FASP FEDERAL 2019,06Q,176296.8,100,,0,0,,0,0,,0,0,,,,0,176296.8,,,,
96,,2019-00095,SSC-POES-3-3-283-CASCO BAL�?STICO M�?NIMO NIVEL III-A,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,40,PIEZAS,,,,APROBADO,,540000,FASP FEDERAL 2019,06Q,540000,100,,0,0,,0,0,,0,0,,,,0,0,,,,
97,,2019-00096,SSC-POES-3-3-283-ESCUDO BAL�?STICO,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,2,PIEZAS,,,,APROBADO,,220000,FASP FEDERAL 2019,06Q,220000,100,,0,0,,0,0,,0,0,,,,0,0,,,,
98,,2019-00097,SSC-POES-3-3-541-VEH�?CULO ,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,29,PIEZAS,,,,APROBADO,100,21648778.2,FASP FEDERAL 2019,06Q,21648778.2,100,,0,0,,0,0,,0,0,,,,0,0,,,,
99,,2019-00098,SSC-POES-3-3-551-IMPLEMENTO DE VISIÓN NOCTURNA,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,10,PIEZAS,,,,APROBADO,,200000,FASP FEDERAL 2019,06Q,200000,100,,0,0,,0,0,,0,0,,,,0,0,,,,
100,,2019-00099,MPIOS-CSPCP-2-1-334-FORMACIÓN INICIAL (ASPIRANTES),ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,1,SERVICIOS,,,,APROBADO,,4557391,FASP FEDERAL 2019,06Q,4557391,100,,0,0,,0,0,,0,0,,,,0,0,,,,
101,,2019-00100,MPIOS-CSPCP-2-1-442-BECAS PARA ASPIRANTES A POLIC�?A MUNICIPAL,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,124,BECAS,,,,APROBADO,100,2170000,FASP FEDERAL 2019,06Q,2170000,100,,0,0,,0,0,,0,0,,,,0,490000,,,,
102,,2019-00101,SSC-MASC-2-1-334-FORMACIÓN CONTINUA (MASC),ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,1,SERVICIOS,,,,APROBADO,,600000,FASP FEDERAL 2019,06Q,600000,100,,0,0,,0,0,,0,0,,,,0,0,,,,
103,,2019-00102,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA PRIMERA ETAPA.",ALCANCE ESTATAL,ALCANCE ESTATAL,,SEDEA,SEDEA,DESARROLLO AGROPECUARIO,4,ACCIONES,,,,TERMINADO,100,23900000,ISN 2019,,0,0,08Q,23900000,100,,0,0,,0,0,,,,0,23900000,,,,
104,,2019-00103,SSCPOES-3-3-271- BOTAS,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,894,PAQUETE,,,,APROBADO,,2235000,FASP FEDERAL 2019,06Q,2235000,100,,0,0,,0,0,,0,0,,,,0,0,,,,
105,,2019-00104,SSC-CSPCP-2-1-334-FORMACIÓN INICIAL (ASPIRANTES),ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,1,SERVICIOS,,,,APROBADO,,918829,FASP FEDERAL 2019,06Q,918829,100,,0,0,,0,0,,0,0,,,,0,0,,,,
106,,2019-00105,SSC-CSPCP-2-1-334-FORMACIÓN INICIAL (ACTIVOS),ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,1,SERVICIOS,,,,APROBADO,,414508,FASP FEDERAL 2019,06Q,414508,100,,0,0,,0,0,,0,0,,,,0,0,,,,
107,,2019-00106,SSC-POES-3-3-271-PANTALÓN,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,2682,PIEZAS,,,,APROBADO,100,4023000,FASP FEDERAL 2019,06Q,4023000,100,,0,0,,0,0,,0,0,,,,0,2008803.51,,,,
108,,2019-00107,MPIOS-POES-3-3-271-GORRA TIPO BEISBOLERA,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,840,PIEZAS,,,,TERMINADO,100,165648,FASP FEDERAL 2019,06Q,165648,100,,0,0,,0,0,,0,0,,,,0,165648,,,,
109,,2019-00108,MPIOS-POES-3-3-271-PANTALÓN,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,1500,PIEZAS,,,,APROBADO,100,2250000,FASP FEDERAL 2019,06Q,2250000,100,,0,0,,0,0,,0,0,,,,0,1123491.9,,,,
110,,2019-00109,MPIOS-POES-3-3-541-VEH�?CULO MUNICIPAL,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,32,PIEZAS,,,,APROBADO,100,15659304.8,FASP FEDERAL 2019,06Q,15659304.8,100,,0,0,,0,0,,0,0,,,,0,0,,,,
111,,2019-00110,SSC-AJM-2-1-334-FORMACIÓN CONTINUA ,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEGURIDAD,SEGURIDAD,SEGURIDAD,1,SERVICIOS,,,,APROBADO,100,200000,FASP FEDERAL 2019,06Q,200000,100,,0,0,,0,0,,0,0,,,,0,0,,,,
112,,2019-00111,CESP-PROYECTOS CONVENIO FASP 2019-FEDERAL,ALCANCE ESTATAL,ALCANCE ESTATAL,,CESPQ,CESPQ,SEGURIDAD,11,PROYECTOS,,,,APROBADO,,12122388.49,FASP FEDERAL 2019,06Q,12122388.49,100,,0,0,,0,0,,0,0,,,,0,9699425.29,,,,
113,,2019-00112,APORTACIÓN DE RECURSOS FASP FEDERAL 2019 (FISCALIA GENERAL DEL ESTADO DE QUERETARO),ALCANCE ESTATAL,ALCANCE ESTATAL,,FISCALIA,FISCALIA,SEGURIDAD,1,TRANSFERENCIA,,,,APROBADO,100,38333085.53,FASP FEDERAL 2019,06Q,38333085.53,100,,0,0,,0,0,,0,0,,,,0,30671257.53,,,,
114,,2019-00113,APORTACION DE RECURSO ESTATAL FASP 2019 (CECCQ),ALCANCE ESTATAL,ALCANCE ESTATAL,,CECCQ,CECCQ,SEGURIDAD,1,TRANSFERENCIA,,,,APROBADO,,2931361,FASP ESTATAL 2019,,0,0,47Q,2931361,100,,0,0,,0,0,,,,0,2931361,,,,
115,,2019-00114,APORTACIÓN DE RECURSOS FASP ESTATAL 2019 (CENTRO DE INFORMACIÓN Y AN�?LISIS PARA LA SEGURIDAD DE QUERÉTARO),QUERETARO,ZONA METROPOLITANA,,CIAS,CIAS,SEGURIDAD,5,POLIZAS DE MANTENIMIENO,,,,TERMINADO,,12299500,FASP ESTATAL 2019,,0,0,47Q,12299500,100,,0,0,,0,0,,,,0,12299500,,,,
116,,2019-00115,APORTACIÓN DE RECURSOS FASP ESTATAL 2019 (FISCALIA GENERAL DEL ESTADO DE QUERETARO),ALCANCE ESTATAL,ALCANCE ESTATAL,,FISCALIA,FISCALIA,SEGURIDAD,1,TRANSFERENCIA,,,,TERMINADO,100,12692598,FASP ESTATAL 2019,,0,0,47Q,12692598,100,,0,0,,0,0,,,,0,12692598,,,,
117,,2019-00116,APORTACIÓN DE RECURSOS FASP FEDERAL 2019 (CENTRO DE INFORMACIÓN Y AN�?LISIS PARA LA SEGURIDAD DE QUERÉTARO),QUERETARO,ZONA METROPOLITANA,,CIAS,CIAS,SEGURIDAD,8,POLIZAS DE MANTENIMIENO,,,,APROBADO,,53135318.04,FASP FEDERAL 2019,06Q,53135318.04,100,,0,0,,0,0,,0,0,,,,0,42514892.84,,,,
118,,2019-00117,"CONSTRUCCIÓN DE TECHADO EN PREESCOLAR RA ÑAGUI CLAVE 22DCC0007W, EN LA LOCALIDAD DE LOS GONZ�?LEZ, MUNICIPIO DE TOLIM�?N, QRO.",TOLIMAN,"GONZALEZ, LOS",,P.M. TOLIMAN,SEDESOQ,EDUCACION,1,ARCOTECHOS,E & M GRUPO CONSTRUCTOR ASOCIADOS S. DE R. L. DE C.V.,06/05/2019,03/08/2019,APROBADO,93,1498568.23,FAFEF 2019,07Q,1498568.23,100,,0,0,,0,0,,0,0,,,,1498568.23,1429814.56,,,,
119,,2019-00118,CIEMA-5-2-519-CIRCUITO CERRADO DE TELEVISION (CCTV),ALCANCE ESTATAL,ALCANCE ESTATAL,,SEC. GOB.,SEC. GOB.,SEGURIDAD,1,PIEZAS,,,,TERMINADO,100,1560200,FASP FEDERAL 2019,06Q,1560200,100,,0,0,,0,0,,0,0,,,,0,1560200,,,,
120,,2019-00119,CIEMA-5-2-597-LICENCIAS,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEC. GOB.,SEC. GOB.,SEGURIDAD,2,PIEZAS,,,,TERMINADO,100,18328,FASP FEDERAL 2019,06Q,18328,100,,0,0,,0,0,,0,0,,,,0,18328,,,,
121,,2019-00120,CIEMA-5-2-271-VESTUARIOS Y UNIFORMES,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEC. GOB.,SEC. GOB.,SEGURIDAD,297,PIEZAS,,,,APROBADO,100,336948.22,FASP FEDERAL 2019,06Q,336948.22,100,,0,0,,0,0,,0,0,,,,0,0,,,,
122,,2019-00121,CIEMA-5-2-511-ESCRITORIOS,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEC. GOB.,SEC. GOB.,SEGURIDAD,9,PIEZAS,,,,TERMINADO,100,55518.53,FASP FEDERAL 2019,06Q,55518.53,100,,0,0,,0,0,,0,0,,,,0,55518.53,,,,
123,,2019-00122,CIEMA-5-2-511-SILLAS,ALCANCE ESTATAL,ALCANCE ESTATAL,,SEC. GOB.,SEC. GOB.,SEGURIDAD,41,PIEZAS,,,,APROBADO,100,97099.7,FASP FEDERAL 2019,06Q,97099.7,100,,0,0,,0,0,,0,0,,,,0,83208.38,,,,
124,,2019-00123,CESP-PROYECTOS CONVENIO FASP 2019-ESTATAL,ALCANCE ESTATAL,ALCANCE ESTATAL,,CESPQ,CESPQ,SEGURIDAD,5,PROYECTOS,,,,APROBADO,,948320,FASP ESTATAL 2019,,0,0,47Q,948320,100,,0,0,,0,0,,,,0,948320,,,,
125,,2019-00124,EMISIÓN 2018 - 2019 DEL PROGRAMA DE EST�?MULO A LA CREACIÓN Y DESARROLLO ART�?STICO,ALCANCE ESTATAL,ALCANCE ESTATAL,,CULTURA,CULTURA,CULTURA,71,APOYOS,,,,APROBADO,95,844979.98,RAMO 48 PECDA 2019,60Q,844979.98,100,,0,0,,0,0,,0,0,,,,0,836860.01,,,,
126,,2019-00125,PROGRAMA PARA FOMENTAR LA INVERSIÓN Y GENERAR EMPLEO (PROFIGE),ALCANCE ESTATAL,ALCANCE ESTATAL,,SEDESU,SEDESU,DESARROLLO ECONOMICO,1,PROGRAMAS,,,,TERMINADO,100,50000000,ISN 2019,,0,0,08Q,50000000,100,,0,0,,0,0,,,,0,50000000,,,,
